0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,10,0,1,0,8,0,0,0,4,1,0,3,2,0,10,0,1,0,0,3,4,0,0,0,5,0,5,0,2,7,0,0,23,4,6,0,0,0,6,5,6,0,0,0,8,0,0,18,25,1,11,0,0,0,6,0,2,0,0,0,0,10,9,0,23,12,0,0,6,0,0,0,9,0,0,7,0,0,0,0,25,0,6,11,5,0,0,0,9,1,0,0,7,0,14,0,3,0,0,0,0,1,0,0,7,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,0,3,3,8,0,25,0,0,2,158,0,2,0,73,0,0,0,52,9,1,72,20,0,118,0,16,3,0,65,78,0,0,1,292,0,71,0,23,210,0,0,166,91,188,0,5,0,400,31,561,0,0,0,404,0,0,557,356,21,255,0,0,0,542,0,734,0,0,0,0,417,55,0,630,537,0,0,166,0,0,0,572,0,852,138,0,0,0,0,191,0,92,492,425,0,0,0,111,6,0,0,259,0,434,0,38,0,0,0,0,49,0,0,218,118,0,0,0,0,9,0,0,0,75,0,101,0,0,5,0,0,0,0,2,0,0,0,47,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,1,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,15,0,1,0,9,0,0,0,4,0,0,4,1,0,10,0,0,0,0,3,4,0,0,0,12,0,4,0,1,9,0,0,20,5,7,0,0,0,14,0,26,0,0,0,19,0,0,37,31,0,13,0,0,0,16,0,29,0,0,0,0,20,4,0,51,20,0,0,8,0,0,0,31,0,15,10,0,0,0,0,23,0,6,19,11,0,0,0,13,0,0,0,15,0,24,0,2,0,0,0,0,1,0,0,13,12,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,8,0,0,0,6,1,0,4,1,0,11,0,1,0,0,4,4,0,0,0,17,0,4,0,1,10,0,0,18,5,10,0,0,0,16,2,21,0,0,0,18,0,0,34,25,0,15,0,0,0,20,0,23,0,0,0,0,18,2,0,52,25,0,0,8,0,0,0,29,0,18,7,0,0,0,0,17,0,5,23,12,0,0,0,7,0,0,0,12,0,25,0,1,0,0,0,0,1,0,0,11,7,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,8,0,0,0,6,1,0,4,1,0,11,0,1,0,0,4,4,0,0,0,17,0,4,0,1,10,0,0,18,5,10,0,0,0,16,2,21,0,0,0,18,0,0,34,25,0,15,0,0,0,20,0,23,0,0,0,0,18,2,0,52,25,0,0,8,0,0,0,29,0,18,7,0,0,0,0,17,0,5,23,12,0,0,0,7,0,0,0,12,0,25,0,1,0,0,0,0,1,0,0,11,7,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,8,0,0,0,6,1,0,4,1,0,11,0,1,0,0,4,4,0,0,0,17,0,4,0,1,10,0,0,18,5,10,0,0,0,16,2,21,0,0,0,18,0,0,34,25,0,15,0,0,0,20,0,23,0,0,0,0,18,2,0,52,25,0,0,8,0,0,0,29,0,18,7,0,0,0,0,17,0,5,23,12,0,0,0,7,0,0,0,12,0,25,0,1,0,0,0,0,1,0,0,11,7,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,9,0,1,0,10,0,0,0,4,0,0,3,2,0,9,0,1,0,0,3,4,0,0,0,10,0,4,0,1,6,0,0,23,5,7,0,0,0,12,0,20,0,0,0,12,0,0,18,24,1,12,0,0,0,13,0,18,0,0,0,0,12,8,0,25,17,0,0,7,0,0,0,26,0,11,9,0,0,0,0,24,0,6,17,9,0,0,0,12,0,0,0,12,0,17,0,2,0,0,0,0,1,0,0,12,11,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
